gold_real_rr,gold_pre_rr,bitcoin_real_rr,bitcoin_pre_rr
0.0,0.0,-0.019271294136572026,0.006360492238397917
-0.0007171976445717876,-0.0007171976445718089,0.0020502895008776,0.03874423868650261
-0.0014354247724096547,-0.0014354247724096935,-0.0034374386171673876,0.044090224579323024
-0.008284471344808031,-0.008284471344808053,0.002562333694688057,0.04926283630629728
-0.0018690875801037343,-0.001869087580103788,-0.002080671057374084,0.04960270651069835
0.001656029859492314,0.0016560298594922938,-0.0033984009456420328,0.052446520332944765
0.0016532919586420558,0.0016532919586421501,0.007478914074855236,0.05501466130732744
0.0016505630959484652,0.0016505630959485604,-0.0022728015958664027,0.05225775859249807
-0.0007985701791078936,-0.0007985701791078485,-0.00250741572297164,0.055928972942853844
0.009362155579235809,0.009362155579235771,-0.01606808398777637,0.05833848125390214
0.009803182263780963,0.009803182263781013,-0.002437884050227157,0.06628757013091106
-0.00033604659846153684,-0.00033604659846151754,-0.005590706705500215,0.06486860165377803
0.0004606631058652333,0.00046066310586528257,0.016496094802046724,0.06678494478858052
0.0004604509930807854,0.00046045099308088104,-0.003543750413989466,0.05892842948930247
0.00046023907554126886,0.0004602390755413236,-0.004586698574134962,0.06477864193837878
-0.010070869078702027,0.00796426706452809,0.011653143677585298,0.06845253597782902
-0.0033911077618689056,5.553880934432333e-05,-0.00047857944418783216,0.06368869232292562
-0.0033270321361059674,-0.00046117202268425333,-0.003004936681691217,0.06748047616688957
0.0033381382292694273,-0.0010284500417266276,0.009174463856918003,0.07087770141591448
-0.002318840579710102,-0.008150170132325215,0.008910549894156627,0.06768243653489556
-0.0023242300987799114,-0.002080691205820649,-0.0029927458443121946,0.0669012068572914
-0.002329644729178737,0.0014493175660277749,-0.0018434532937453563,0.07222144278769294
-0.02284321937105005,0.0016886469199727024,-0.0036446841546130537,0.07466993544169313
-0.010831450167536727,0.0032121873295410434,-0.004002493356517256,0.07735507365243921
-0.011737828895541313,0.0014627383015598085,0.008070094535393313,0.07959748344807148
0.0033878039059385134,0.012775448385811156,0.008381257351980143,0.07600754803293684
0.00019860973187690867,0.01366705064548171,-0.004001879425155175,0.07485604575428122
0.00019857029388403724,0.0035808578236695495,0.0014803006148940145,0.08035364544360223
0.0001985308715504175,0.004394282310899348,0.0030699260943718443,0.0809368959636157
-0.004803493449781593,0.004410639142516882,-0.004485539398257576,0.08114535090844319
0.002433284135785252,0.004746898559974506,0.03292288172812596,0.08534460041966918
0.0036211699164345745,-0.006614245921209687,0.0014960394324499138,0.07105919591817447
-0.007374806708695059,-0.0003009396931128879,-0.0030505063211523353,0.078518145795333
0.0008121962585714293,3.7547433592626896e-06,0.006182770259613335,0.08402085107725306
0.0008115371311496755,0.006772237447782295,0.005455058469448382,0.08276436655484831
0.0008108790726732984,0.0009711938532707725,-0.003819650151226872,0.0829950734308255
0.002709595154606337,0.0007777335033472568,-0.004194250121289045,1.0202198851276272
0.008623430297249879,0.0004713082180892125,-0.011064137421615827,0.016729635857863565
0.002048776643946315,-0.021405224380441994,-0.0024314660309892044,0.03778482320222494
-0.004403727440726701,-0.01021853497424609,0.0066908812846491195,0.03262871981138076
-0.00013164303674162436,-0.01144180719560831,0.03728320040511468,0.03800433599189777
-0.000131660368912212,0.002995431385198762,-0.0034020870201989517,0.031649478244950215
-0.00013167770564770365,4.213686580721185e-05,-0.002847301951779624,0.03056226559510137
0.003042155584528583,6.163328197224491e-05,0.006017900182686109,0.04079061698828661
0.0008665511265164572,-0.00010650701118651966,-0.0058903419755533815,0.03151638155987246
-0.003345139708776035,-0.005104683195592288,0.047233095402563485,0.031564049428198494
0.005330700888450224,0.001980572556762143,0.00800328339831724,0.017100495441353197
-0.0002618486514793794,0.002976355066771416,-0.0025738715681712376,0.028619997673336516
-0.0002619172341541409,-0.007678339444735478,0.017626219183274783,0.025962006677260837
-0.00026198585276393516,1.082001571917528e-05,0.005730659025787954,0.04389527220630378
0.012932389937106992,7.36635220124991e-05,-0.007108262108262098,0.02680199430199438
0.011874733206566068,-0.0006365012223991141,0.05210829112925208,0.026186137932023863
-0.0021093000958772867,0.0005504122722914267,-0.06430938322446933,0.03710498684084926
0.0013835511145272594,0.006557801691006919,-0.003614264686593538,0.03063847151580525
-0.005053218708422791,0.0006275713847099202,0.030861940353083872,0.028575816525033156
-0.005078883417124258,-0.005275944093708672,0.010229997587934081,0.03751273428964665
-0.005104810152756545,-0.0010445863165239764,-0.0028651685393258353,0.03693146067415733
-0.0005455749970773027,-0.0007539067066755176,-0.0013944447574510965,0.027008000450729534
-0.00074082738721859,-0.0007296759854953774,0.01686954314004807,0.02802318856933287
-0.010847510535352045,0.002440611830809936,0.0007906454163373322,0.025669205054582343
-0.024497041420118326,0.001126863905325472,-0.008385308385308377,0.02528024948024944
-0.006160108913960793,-0.0016322536293420509,-0.016409252917744088,0.035854217625270746
-0.006198291061982775,0.007471449884714559,-0.0020320870813261838,0.03725227721646696
-0.006236949490262544,0.0024143408895499637,0.005952041920601614,0.02669305690038159
0.011000329597890657,0.0027847725774554897,0.006299011975200219,0.031131274240579702
0.00183381555890616,0.002094217368270966,0.0011534512104205419,0.03221532964791604
-0.001993166287015957,0.01561983403839883,0.03544883593497539,0.025660854537535294
-0.012838801711840264,0.015625759119624938,0.014329135909682877,0.05524519648284839
0.000894577484172876,0.002442031379025625,0.001953125,0.028918423587328834
