p2_score,sub2_mom,p2_point
59.805653088330104,0.40998875137480073,29
59.573661202224315,0.5616895086643297,29
57.42089297761704,0.39113615810226043,29
59.137926139562325,0.5612579866955721,29
67.27830769230769,0.2994894937004562,30
67.30262237762238,0.5797998259873741,31
69.21804990200513,0.3156702739450974,32
71.233853238265,0.6015839178536093,33
66.2491985068072,0.3355145419305381,33
64.26410533910534,0.5828475513291024,33
64.27859226063451,0.3353720535635061,34
63.0578260562437,0.604711058418927,35
60.72323383129198,0.3818670931775521,35
62.441656054474336,0.5860407231446838,36
67.83041872802778,0.430632367997959,37
67.27548663496168,0.6341654372332906,38
72.60231257935246,0.488906983595481,39
74.25175644197245,0.6342439383977486,40
75.41947382707349,0.48901651665513224,41
75.26954259177283,0.6343633741159822,42
71.38667318344737,0.5397801864635813,43
69.39751329184845,0.6554628941479064,43
67.40809219281819,0.540028441086903,43
67.70838133640552,0.6380146671167034,44
66.3614129257536,0.5628107735288226,45
64.26670400708284,0.6760792920823295,45
64.27762476826103,0.5126989581895454,45
64.13475627990431,0.6513365487004865,45
69.2030747342545,0.49009148543465997,46
68.76957601222307,0.651424601760044,47
68.59593406593407,0.5130237966089386,47
68.44143505778757,0.6305348737138528,47
68.4946387314734,0.4625129026000405,47
68.26120028202895,0.5822450901343719,48
66.3246526499816,0.5045919195784927,48
68.27693729463309,0.5599703622653047,49
70.34035220038137,0.5465990983975645,50
72.35085210137271,0.5600549608118899,51
67.36114251352063,0.5820538260186667,52
67.37122963169517,0.5825393143614168,52
67.38111940946605,0.582210863146534,53
65.3908175707065,0.6310259686758337,53
63.40032962053571,0.5823679002744013,53
63.41041177139456,0.6311529936671524,54
63.420301881284665,0.6045080307378758,54
60.563140383478896,0.6131483959279906,54
65.56965589385182,0.5860430203454898,54
67.53553634063596,0.5641470302769117,55
67.65927462624563,0.612886247898267,56
69.32415948468008,0.5914338033708203,57
68.89897015801796,0.6310861114327014,57
68.68161164832183,0.5693091243752174,57
66.65170319068116,0.5828229044200446,57
66.72487771877246,0.5191105306975428,58
66.47989816194035,0.60485863014616,59
65.99054074979306,0.538378688826284,59
65.89805022945977,0.5555781666230128,59
65.90854698787757,0.5156965160634124,59
58.91886874917535,0.4692296532879059,59
56.74730048048752,0.515671512736689,59
56.7584575052809,0.46919179389275667,59
56.74424594369188,0.4877332481321992,59
62.549405218177654,0.44999578868599277,59
64.44385463278346,0.4648844907517654,60
67.22666915793673,0.46905830578833096,61
69.2125573901361,0.4647962547498592,62
71.22217743916559,0.48823829699388577,63
66.231648299227,0.48747034236726594,63
66.17120596835352,0.4882125985044764,64
64.18092533797773,0.5102334080835222,64
62.19049733436048,0.46037348336212724,64
62.19992528086606,0.5101872756682622,65
62.915061111818666,0.4830608992396406,65
67.90575714622106,0.4873570864867819,66
69.61627588490849,0.5022776118984571,67
69.60856375299068,0.4873019964401568,67
69.45075030665345,0.45169927528008136,68
71.46027109370519,0.48724690639353163,69
64.46923828079974,0.4743315673369254,69
62.478078187796854,0.4679997027009787,69
62.38896741606732,0.4743095783776331,69
60.348230395608944,0.4679610582696384,69
65.35670429448002,0.45161341542803024,70
60.365061226262156,0.4678934305147928,70
60.39687589798851,0.4515575797358107,70
68.06693586417063,0.4678064805442771,71
70.07495605428406,0.45150660895557315,72
63.08286850656402,0.48697411921549805,72
63.03321268914331,0.4289971994421933,72
69.89029052410439,0.4868976127510063,73
69.80823754397193,0.4289487642912587,74
62.816079997788584,0.514720333343438,74
62.92613848913997,0.4289045492500202,74
69.88424539512775,0.4953848018466884,75
69.891451274058,0.4513215003715755,76
64.84087305781381,0.49532951988311535,77
45.21377854386617,0.49319684182860857,77
50.44474956189788,0.4674657356566153,78
49.810415197746245,0.5351926423528386,78
50.781381236974696,0.4674490692689923,79
49.054632162844364,0.6195307913935426,79
47.10542576354202,0.46743240288136934,79
55.65784792638556,0.5978077846108417,79
59.071979450794785,0.425824313481566,80
67.000604147703,0.6194912706948048,81
67.30066074277062,0.42578965921558365,81
67.79954703476608,0.5977561118668524,81
69.6466139035814,0.3770737381366658,82
67.66527729962345,0.6317833498951606,82
67.61609700644141,0.3307194701922903,83
69.03738272311213,0.6527044989105325,84
69.03592079596697,0.33068874759373135,84
69.1073977443937,0.5705961187717664,85
71.11457334734368,0.3306580249951723,86
64.12166694340279,0.6054132924753598,86
62.12816463925532,0.330646806688335,86
64.13458969861367,0.6054047380730985,87
64.09038153304273,0.35111355086987805,88
62.097443236639485,0.6526610471723833,88
61.87545459868407,0.3261233879664769,88
66.51257713355326,0.6193723059753342,88
64.58189454274915,0.283189982820236,88
64.51210874262033,0.597641120729647,89
64.50266910750418,0.3063335948766762,89
64.50980776790371,0.5480601074717495,89
59.516869668514005,0.2587350749345543,89
59.47525610892751,0.5288802883148236,89
57.48195835667377,0.2586710326226739,89
59.48905055525533,0.5009858610949305,90
59.359132972290865,0.3303391947515626,90
64.33101349383013,0.4650540046924041,90
66.27128315710394,0.28702744218255916,91
68.18583157790366,0.4650227532765695,92
66.11209639195408,0.2869393220678633,92
68.19255443996897,0.42348321518713394,93
70.19938332536928,0.28685887977688196,94
63.20571475807152,0.46497027435034965,94
61.16652837426679,0.2867984051883652,94
61.17338081830516,0.4649482640212893,94
59.15802382333521,0.2644584819886693,94
64.08249588861105,0.4293841662992304,95
64.11318016751198,0.26437384673709274,95
66.10145956533458,0.38055322349145915,96
66.0256307620038,0.2823966351203071,96
66.51083262943018,0.3592865461068968,96
66.9645761301394,0.2430896842504443,97
69.38642478142712,0.39300339106590154,98
69.3927277048412,0.2574793425307854,99
64.39935265883457,0.4277768711345238,99
64.36267562470533,0.25741941231955323,99
62.36900086837405,0.40901096745375987,99
62.2033627142209,0.23660561049619222,100
59.83445547499461,0.45875005864046137,100
64.98335072494149,0.19674769953060112,100
66.97544221099454,0.40898441377124883,101
69.05038942167974,0.19669325521490377,102
69.03354534038542,0.40897213566824475,103
71.03966399530808,0.211449007489531,104
66.04572727927058,0.4277151075924803,104
66.05173593935999,0.21141128439892243,105
65.32767309707646,0.513836776382951,106
62.65119348513201,0.24714690046227838,106
63.84690099854972,0.5138285936692324,107
65.60410220369518,0.31702121444784115,108
70.94059204596273,0.5720711009630077,109
68.98825634163869,0.33706086392464374,109
71.81411661519326,0.5496186985436675,110
71.64405367553957,0.3577049482711776,111
69.98719112413963,0.5686135173899085,111
67.95805001489616,0.32002620456455544,111
67.97095124837674,0.5183543853542911,111
68.06236256895781,0.3005005252406975,112
67.9012619797339,0.5541073164356562,113
67.8895909609542,0.3199886179910518,113
69.67580993461893,0.5314853713934028,114
69.51417358840371,0.31997484295477385,114
67.89086680037471,0.5087333935804785,114
67.87283220345967,0.27753674031677655,115
69.85909319611432,0.5445736690228695,116
67.84744885560269,0.2932408894999835,116
69.82348671342457,0.5218860054420147,117
71.82875913772347,0.29322895952954886,118
64.83398853352702,0.5445702210365493,118
64.83917542469246,0.29322418754137514,119
