momentum1,momentum2
0.49399038461538464,0.5060096153846154
0.44340388092768546,0.5565961190723145
0.49399038461538464,0.5060096153846154
0.3939606301670479,0.606039369832952
0.4939903846153847,0.5060096153846153
0.4126325141206049,0.5873674858793951
0.4712317092170296,0.5287682907829704
0.4315428160320456,0.5684571839679544
0.42961147054281584,0.5703885294571842
0.45413862313889736,0.5458613768611027
0.4522986019744564,0.5477013980255436
0.43548663353949246,0.5645133664605075
0.4754914486144396,0.5245085513855604
0.4863894450320889,0.5136105549679111
0.47597272722411094,0.524027272775889
0.4867744357825703,0.5132255642174297
0.4992047684689094,0.5007952315310906
0.4871594265330517,0.5128405734669483
0.46354459481580235,0.5364554051841977
0.5065096448837855,0.49349035511621453
0.46370060924209905,0.536299390757901
0.4838063262601448,0.5161936737398551
0.49169576585546965,0.5083042341445303
0.5068220517933747,0.4931779482066253
0.4643012473565426,0.5356987526434573
0.5071308228280264,0.49286917717197365
0.4454216948163975,0.5545783051836025
0.48800043487862504,0.5119995651213749
0.4454216948163975,0.5545783051836025
0.48806822485221907,0.511931775147781
0.46817089642566023,0.5318291035743398
0.4377761062804877,0.5622238937195123
0.4455543398334707,0.5544456601665293
0.388598052694366,0.611401947305634
0.46817089642566023,0.5318291035743398
0.42929799961493,0.57070200038507
0.4683539649562798,0.5316460350437202
0.4797725339162281,0.5202274660837719
0.4685370334868993,0.5314629665131008
0.4799009789498156,0.5200990210501844
0.445975696529873,0.554024303470127
0.47984235208123616,0.5201576479187638
0.47368126742751854,0.5263187325724814
0.47989587084523094,0.520104129154769
0.4510242655246827,0.5489757344753172
0.5027263700223187,0.4972736299776813
0.45120046845264605,0.548799531547354
0.5886487975532133,0.4113512024467867
0.4323501431439444,0.5676498568560556
0.6369264403428355,0.3630735596571645
0.4550929131056159,0.5449070868943842
0.7130047390807287,0.2869952609192713
0.45558614476567366,0.5444138552343263
0.694413039312206,0.305586960687794
0.4560793764257313,0.5439206235742686
0.6751397902399839,0.32486020976001606
0.47924151077686455,0.5207584892231354
0.6296249859159124,0.3703750140840876
0.47971416743339396,0.520285832566606
0.5900112486251993,0.40998875137480073
0.4383104913356704,0.5616895086643297
0.6088638418977396,0.39113615810226043
0.43874201330442786,0.5612579866955721
0.7005105062995438,0.2994894937004562
0.4202001740126259,0.5797998259873741
0.6843297260549026,0.3156702739450974
0.39841608214639074,0.6015839178536093
0.6644854580694619,0.3355145419305381
0.4171524486708976,0.5828475513291024
0.6646279464364939,0.3353720535635061
0.395288941581073,0.604711058418927
0.6181329068224479,0.3818670931775521
0.4139592768553162,0.5860407231446838
0.569367632002041,0.430632367997959
0.36583456276670945,0.6341654372332906
0.511093016404519,0.488906983595481
0.3657560616022514,0.6342439383977486
0.5109834833448678,0.48901651665513224
0.3656366258840178,0.6343633741159822
0.4602198135364187,0.5397801864635813
0.3445371058520936,0.6554628941479064
0.4599715589130971,0.540028441086903
0.3619853328832966,0.6380146671167034
0.4371892264711775,0.5628107735288226
0.32392070791767047,0.6760792920823295
0.48730104181045464,0.5126989581895454
0.34866345129951354,0.6513365487004865
0.50990851456534,0.49009148543465997
0.348575398239956,0.651424601760044
0.48697620339106146,0.5130237966089386
0.36946512628614725,0.6305348737138528
0.5374870973999595,0.4625129026000405
0.4177549098656281,0.5822450901343719
0.49540808042150725,0.5045919195784927
0.4400296377346953,0.5599703622653047
0.4534009016024355,0.5465990983975645
0.4399450391881101,0.5600549608118899
0.4179461739813333,0.5820538260186667
0.4174606856385832,0.5825393143614168
0.41778913685346597,0.582210863146534
0.3689740313241663,0.6310259686758337
0.41763209972559867,0.5823679002744013
0.3688470063328476,0.6311529936671524
0.3954919692621241,0.6045080307378758
0.3868516040720093,0.6131483959279906
0.4139569796545101,0.5860430203454898
0.4358529697230883,0.5641470302769117
0.38711375210173304,0.612886247898267
0.4085661966291797,0.5914338033708203
0.36891388856729856,0.6310861114327014
0.4306908756247826,0.5693091243752174
0.4171770955799554,0.5828229044200446
0.48088946930245724,0.5191105306975428
0.39514136985383996,0.60485863014616
0.4616213111737159,0.538378688826284
0.4444218333769872,0.5555781666230128
0.4843034839365877,0.5156965160634124
0.5307703467120941,0.4692296532879059
0.484328487263311,0.515671512736689
0.5308082061072433,0.46919179389275667
0.5122667518678008,0.4877332481321992
0.5500042113140072,0.44999578868599277
0.5351155092482346,0.4648844907517654
0.530941694211669,0.46905830578833096
0.5352037452501408,0.4647962547498592
0.5117617030061142,0.48823829699388577
0.5125296576327341,0.48747034236726594
0.5117874014955236,0.4882125985044764
0.48976659191647776,0.5102334080835222
0.5396265166378728,0.46037348336212724
0.4898127243317379,0.5101872756682622
0.5169391007603594,0.4830608992396406
0.5126429135132181,0.4873570864867819
0.49772238810154296,0.5022776118984571
0.5126980035598432,0.4873019964401568
0.5483007247199186,0.45169927528008136
0.5127530936064684,0.48724690639353163
0.5256684326630746,0.4743315673369254
0.5320002972990213,0.4679997027009787
0.5256904216223669,0.4743095783776331
0.5320389417303616,0.4679610582696384
0.5483865845719698,0.45161341542803024
0.5321065694852072,0.4678934305147928
0.5484424202641893,0.4515575797358107
0.5321935194557229,0.4678064805442771
0.5484933910444268,0.45150660895557315
0.513025880784502,0.48697411921549805
0.5710028005578067,0.4289971994421933
0.5131023872489937,0.4868976127510063
0.5710512357087413,0.4289487642912587
0.48527966665656197,0.514720333343438
0.5710954507499798,0.4289045492500202
0.5046151981533116,0.4953848018466884
0.5486784996284245,0.4513215003715755
0.5046704801168846,0.49532951988311535
0.5068031581713914,0.49319684182860857
0.5325342643433847,0.4674657356566153
0.46480735764716147,0.5351926423528386
0.5325509307310077,0.4674490692689923
0.38046920860645733,0.6195307913935426
0.5325675971186307,0.46743240288136934
0.4021922153891583,0.5978077846108417
0.574175686518434,0.425824313481566
0.38050872930519514,0.6194912706948048
0.5742103407844164,0.42578965921558365
0.40224388813314765,0.5977561118668524
0.6229262618633342,0.3770737381366658
0.3682166501048394,0.6317833498951606
0.6692805298077097,0.3307194701922903
0.3472955010894675,0.6527044989105325
0.6693112524062687,0.33068874759373135
0.4294038812282336,0.5705961187717664
0.6693419750048277,0.3306580249951723
0.3945867075246402,0.6054132924753598
0.669353193311665,0.330646806688335
0.3945952619269015,0.6054047380730985
0.648886449130122,0.35111355086987805
0.3473389528276167,0.6526610471723833
0.6738766120335231,0.3261233879664769
0.3806276940246658,0.6193723059753342
0.716810017179764,0.283189982820236
0.4023588792703529,0.597641120729647
0.6936664051233238,0.3063335948766762
0.45193989252825045,0.5480601074717495
0.7412649250654457,0.2587350749345543
0.4711197116851764,0.5288802883148236
0.7413289673773261,0.2586710326226739
0.49901413890506957,0.5009858610949305
