p1_score,sub1_mom,p1_point
61.343403590944575,0.3681518962727401,27
69.71062096774193,0.6339381346207399,28
72.99114219114219,0.3676146444569586,29
74.22749368686868,0.6513457573679532,30
76.24263791763792,0.3853272039536096,31
71.25732323232323,0.6830762714860256,31
66.68444489072883,0.3670334641351576,31
64.7712799518709,0.6829313732104227,31
62.23828833488197,0.3412162750686854,31
67.54279054944307,0.662683612263721,32
70.44119366797759,0.3583645928397967,33
72.5065501442765,0.6795080310710978,34
74.49417975285031,0.3840750278454518,35
70.95755572154897,0.6988942293329725,36
68.5802617840218,0.43288952566610234,36
65.76087955559963,0.6823621347443236,36
63.66526631674038,0.4326964583435647,36
61.02934399394319,0.6653360121628686,36
66.25852736529559,0.41021454313451977,37
68.60881944579249,0.6821555861660965,38
70.4267321869967,0.4099470348579759,39
72.3582877118535,0.6820637281648679,40
66.99129438337557,0.4595191145625927,40
66.31036684217818,0.6820158113083342,41
63.47138771056112,0.48212962162270495,41
61.494072901971066,0.6819720694029873,41
59.96637058537796,0.4627776487974859,42
59.874089434946214,0.724195625160042,42
63.96165011113148,0.4127788846706482,43
64.13230244565005,0.7241214155994024,43
66.8975048964167,0.3317818090076437,44
64.86953149674025,0.7240536718488276,44
67.82964035725105,0.31166611284420315,45
67.85431063131053,0.7239859280982528,46
62.78032989121532,0.3431812631721669,46
60.33948427279309,0.7239505902122338,46
62.44757905036698,0.32591804793114676,47
60.43001732204476,0.7417590673933199,47
58.272916949397235,0.325812348505063,47
65.17735465304034,0.7266779997426448,48
67.05083347572901,0.37163507227011533,49
67.30853564309234,0.7266307732509998,50
69.48581156333348,0.37151444996659394,51
64.3032510419451,0.7443287029654214,51
64.00061053593922,0.3504331023304688,52
61.76072642877823,0.7809569978360908,52
59.701356844685904,0.3254192761762667,52
57.5378971347874,0.7612482652690538,52
64.87949257192669,0.29458688438307473,53
57.92455407126192,0.7749338301388211,53
57.65812897739135,0.2944566463665383,53
64.23579950849407,0.7748828321423951,53
66.25296694169326,0.2757262587979505,54
59.22472814198167,0.7879986536989405,54
59.28941222153179,0.26047151836447374,54
66.33209624412714,0.7879450798478914,55
68.35408730947861,0.2782823490199362,56
61.284045448213824,0.7879012466970331,56
61.286444579293985,0.26022826707977836,56
47.41861625269578,0.74205314710224,56
50.29628897812074,0.26002404207949414,56
57.74099379047731,0.7200459968219552,56
58.004009264286594,0.24265759099131104,57
59.451047111666284,0.752601935555716,58
57.339275078779636,0.2596145225847275,58
63.404526486808344,0.7351701580227334,58
66.55764306296338,0.22234675641334067,59
66.49562859077808,0.749831029868221,60
68.37942450755857,0.23576974064425124,61
71.08527684257339,0.7639538252074458,62
67.72002010503877,0.25242281556168655,63
67.42877204234894,0.798504047020451,64
65.38187309406001,0.2924297759909482,64
64.27631798748916,0.7857824416368097,64
62.14299584906961,0.2697383423232857,64
59.27367263580428,0.766360414137548,64
63.97373895438191,0.25468049309796803,65
65.66269419592737,0.7663087108085064,65
67.67024359771257,0.22392844611790882,66
69.51886624327042,0.7797826998620631,67
71.49667136235593,0.2400336243822053,68
63.63549261476193,0.7950003115235944,68
63.66660760241163,0.23992144769627272,68
63.47939263763047,0.7761801669262669,69
61.201767064408735,0.2718182737686172,69
59.780641751610005,0.776142120811348,69
67.37063334896183,0.2540403371518797,70
69.36319937791636,0.7892093542370123,71
69.46829229529534,0.26881328179467234,72
71.81721233079452,0.8039428486176656,73
69.0111744972094,0.3030431427049988,74
67.0897915104004,0.8339242544756983,74
65.09314113512168,0.30296889731972604,74
63.09448590021762,0.8229506119502191,74
62.795549938077464,0.286869454512584,75
62.905923574408284,0.8505640091408602,76
62.85823171524653,0.3058123216710361,76
62.591061546235835,0.8505425935241506,76
67.3541509944476,0.27609620507629373,76
65.10745278376118,0.8385516080992608,76
63.0271855871306,0.2373863563740592,76
65.14985309836999,0.809156209388095,77
67.29159923198164,0.2542078479476416,78
69.10122863496329,0.8384924003601361,79
69.00611000591078,0.2718088189496984,79
70.84710773937246,0.8257343667245316,80
70.65533265117396,0.30628991363025115,81
70.89417318828004,0.8257085961783039,82
65.28397800757014,0.32593987036247146,83
65.2452364301825,0.8529726736302948,83
63.0419597420599,0.32589610990205914,83
60.9259647604821,0.8529526598484493,83
60.91705587648717,0.3258500164572618,84
61.033836753772476,0.864004095086529,85
60.56076519658703,0.38998449759544096,85
60.63371520288091,0.8529146325518221,85
67.4540269060991,0.3717710471092272,86
67.59511973945217,0.8528924475909575,87
67.79379662745689,0.37173153112090834,88
69.82938172651004,0.8528728726254886,89
64.69412428846042,0.39322529609079043,89
62.60593869186292,0.842921932661131,89
62.54082906400342,0.3931942894641164,90
60.38254762159745,0.8546052181957404,90
58.40609849926706,0.37493679484316456,90
65.93266587407174,0.8275466415942007,91
67.66702310159005,0.3965003427198654,92
65.72608480856576,0.8382551245027414,92
67.6233487824337,0.37487505537670135,93
69.56409754750304,0.8382399737885399,94
64.58579216133981,0.3964437571783589,95
67.24574318588985,0.850213665421452,95
67.16490521554371,0.34907109447631257,95
62.14367247741524,0.8225123020528861,96
60.095888155242,0.43127713833312165,96
65.05534707091702,0.8225001633383711,97
65.40403322682029,0.4312547860258924,97
60.366421832899654,0.7909344923186713,97
58.80001748664854,0.4312306712959738,97
65.83053526155618,0.7909192663061632,98
65.86855255834614,0.45020500340476827,99
60.8688071682176,0.8055826599642633,99
